X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
731,female,group E,high school,standard,completed,single,regularly,no,1,school_bus,10-May,66,69,75,0,23
732,male,group E,some college,free/reduced,none,married,never,yes,1,private,< 5,74,66,63,0,23
733,female,group D,associate's degree,standard,completed,married,sometimes,yes,3,private,> 10,95,97,95,0,23
734,male,group B,associate's degree,free/reduced,NA,married,sometimes,yes,0,private,10-May,55,52,52,0,23
735,female,group B,some college,standard,none,married,regularly,no,3,school_bus,< 5,64,71,75,0,23
736,male,group D,some college,standard,none,single,regularly,yes,1,private,< 5,87,84,84,0,23
737,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,NA,school_bus,10-May,72,78,81,0,23
738,male,group C,bachelor's degree,standard,none,married,regularly,no,4,private,10-May,73,69,63,0,23
740,female,group B,associate's degree,free/reduced,NA,married,sometimes,no,2,school_bus,> 10,13,16,18,0,23
741,male,group E,associate's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,93,88,84,0,23
742,female,group D,master's degree,free/reduced,none,married,sometimes,NA,1,private,< 5,72,83,82,0,23
743,male,group B,master's degree,free/reduced,none,married,sometimes,yes,7,NA,10-May,69,67,63,0,23
744,male,group E,master's degree,standard,none,married,never,yes,4,school_bus,< 5,94,94,89,0,23
745,female,group A,some high school,standard,completed,married,sometimes,yes,2,school_bus,> 10,64,84,78,0,23
746,female,group D,high school,standard,completed,divorced,sometimes,no,2,school_bus,10-May,54,64,63,0,23
747,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4,NA,10-May,58,79,71,0,23
748,male,group E,associate's degree,standard,none,single,regularly,no,3,NA,10-May,67,64,56,0,23
749,female,group D,associate's degree,standard,completed,divorced,regularly,yes,1,school_bus,10-May,84,97,99,0,23
750,male,group B,associate's degree,standard,completed,NA,sometimes,NA,3,school_bus,< 5,59,60,56,0,23
751,female,group D,high school,free/reduced,none,married,sometimes,NA,0,school_bus,< 5,51,50,48,0,23
752,female,group C,NA,free/reduced,none,single,sometimes,yes,5,NA,10-May,47,66,64,0,23
753,male,group A,associate's degree,standard,none,single,sometimes,yes,0,private,10-May,43,47,40,0,23
754,female,group C,some college,standard,completed,divorced,sometimes,yes,3,school_bus,> 10,83,94,99,0,23
755,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,50,56,64,0,23
756,female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,private,10-May,75,87,87,0,23
757,male,group C,some high school,standard,completed,married,sometimes,yes,4,school_bus,NA,81,76,72,0,23
758,female,group E,some college,standard,none,divorced,sometimes,yes,0,private,> 10,83,88,84,0,23
759,male,group C,associate's degree,free/reduced,none,widowed,sometimes,no,3,private,10-May,79,77,73,0,23
760,female,group C,high school,standard,none,married,never,no,1,NA,10-May,67,70,76,0,23
761,female,group D,some college,standard,completed,married,regularly,no,2,private,< 5,55,67,64,0,23
762,female,group E,some high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,76,88,85,0,23
763,male,group C,some high school,standard,none,single,never,no,3,NA,10-May,64,69,61,0,23
764,female,group D,high school,standard,completed,married,regularly,yes,1,private,NA,80,92,92,0,23
765,male,group B,master's degree,standard,none,married,never,yes,0,school_bus,> 10,91,80,76,0,23
766,female,group A,NA,standard,none,married,regularly,yes,1,school_bus,< 5,57,70,70,0,23
767,male,group B,associate's degree,standard,NA,married,regularly,no,1,private,< 5,88,90,92,0,23
768,male,group B,bachelor's degree,standard,none,married,regularly,yes,0,private,10-May,69,60,62,0,23
769,female,group C,master's degree,standard,none,married,sometimes,yes,4,private,< 5,75,89,92,0,23
770,female,group C,high school,standard,none,divorced,never,yes,1,private,< 5,61,69,66,0,23
771,female,group E,associate's degree,free/reduced,completed,married,sometimes,no,3,private,> 10,87,85,84,0,23
772,female,group D,NA,free/reduced,completed,married,regularly,yes,3,school_bus,NA,51,64,66,0,23
773,female,group B,NA,standard,none,married,sometimes,yes,NA,private,10-May,66,72,69,0,23
774,female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,0,private,10-May,88,96,97,0,23
775,male,group D,some high school,standard,completed,married,sometimes,NA,3,school_bus,> 10,83,83,80,0,23
776,female,group B,bachelor's degree,standard,none,married,sometimes,yes,7,school_bus,> 10,65,75,70,0,23
777,female,group A,high school,free/reduced,completed,single,sometimes,no,3,private,10-May,56,71,73,0,23
778,female,group C,master's degree,standard,none,married,regularly,no,5,private,< 5,77,85,86,0,23
779,female,group D,some college,standard,completed,single,regularly,NA,1,school_bus,10-May,82,95,99,0,23
780,male,group D,associate's degree,standard,none,married,regularly,no,1,private,10-May,86,79,85,0,23
781,male,group D,associate's degree,free/reduced,none,divorced,never,yes,6,school_bus,> 10,82,73,74,0,23
782,female,group C,some high school,free/reduced,none,married,sometimes,no,4,private,10-May,49,59,65,0,23
783,female,group C,some college,free/reduced,completed,married,regularly,no,1,private,10-May,47,73,74,0,23
784,female,group D,high school,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,43,56,56,0,23
785,female,group E,associate's degree,standard,completed,single,sometimes,yes,3,school_bus,> 10,84,75,84,0,23
787,female,group B,associate's degree,standard,completed,single,sometimes,no,1,school_bus,10-May,70,87,89,0,23
788,male,group B,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,54,65,59,0,23
789,male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,10-May,81,83,70,0,23
790,male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,10-May,79,78,75,0,23
791,female,group D,some college,standard,completed,married,regularly,no,3,private,> 10,98,89,100,0,23
792,female,group A,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,64,82,73,0,23
793,male,group A,high school,standard,completed,married,sometimes,yes,2,private,> 10,88,81,77,0,23
794,female,group A,some college,standard,NA,married,sometimes,yes,1,private,10-May,54,61,61,0,23
795,male,group A,bachelor's degree,standard,completed,married,never,yes,0,school_bus,< 5,63,56,53,0,23
796,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,< 5,66,84,84,0,23
797,male,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,77,70,71,0,23
798,male,group E,some college,standard,none,married,regularly,no,4,school_bus,< 5,60,52,47,0,23
799,female,group D,high school,standard,completed,married,never,yes,0,school_bus,< 5,75,85,88,0,23
800,male,group A,some high school,free/reduced,none,married,sometimes,yes,4,NA,10-May,67,72,58,0,23
801,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,91,75,82,0,23
802,male,group E,some high school,free/reduced,none,single,never,yes,5,private,< 5,56,61,51,0,23
803,male,group D,some high school,free/reduced,completed,single,never,no,3,school_bus,< 5,68,80,71,0,23
804,male,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,< 5,92,92,87,0,23
805,female,group D,high school,free/reduced,none,married,sometimes,NA,1,private,10-May,56,56,57,0,23
806,female,group C,bachelor's degree,standard,NA,married,sometimes,no,1,school_bus,10-May,79,91,88,0,23
807,female,group C,some college,free/reduced,NA,divorced,regularly,yes,1,school_bus,10-May,55,68,60,0,23
808,female,group C,high school,standard,completed,married,sometimes,no,2,private,10-May,58,70,73,0,23
810,female,group D,associate's degree,free/reduced,completed,single,regularly,yes,3,school_bus,10-May,82,86,89,0,23
811,male,group D,NA,standard,none,single,sometimes,no,3,school_bus,> 10,94,88,87,0,23
812,male,group C,some college,standard,none,married,regularly,yes,3,school_bus,> 10,63,61,59,0,23
813,male,group B,associate's degree,standard,none,single,never,yes,0,school_bus,10-May,82,87,75,0,23
814,male,group C,NA,standard,none,married,sometimes,yes,3,private,< 5,66,53,53,0,23
815,female,group E,bachelor's degree,standard,completed,married,never,yes,1,private,10-May,54,55,66,0,23
816,male,group D,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,40,50,43,0,23
817,female,group E,master's degree,standard,NA,divorced,regularly,yes,1,private,> 10,86,96,90,0,23
819,female,group A,bachelor's degree,standard,none,divorced,NA,yes,2,school_bus,> 10,65,79,80,0,23
820,female,group B,high school,free/reduced,none,married,sometimes,no,1,school_bus,10-May,48,51,53,0,23
821,female,group C,NA,free/reduced,none,divorced,sometimes,yes,5,school_bus,10-May,64,79,78,0,23
822,male,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,< 5,56,53,52,0,23
823,male,group D,master's degree,standard,none,divorced,regularly,no,1,school_bus,> 10,100,92,96,0,23
824,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,69,71,68,0,23
825,male,group C,associate's degree,free/reduced,completed,divorced,never,yes,5,private,10-May,43,39,45,0,23
826,female,group B,associate's degree,standard,completed,married,regularly,yes,3,private,10-May,72,80,77,0,23
827,female,group E,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,10-May,87,92,93,0,23
828,female,group C,master's degree,standard,none,married,regularly,no,3,private,10-May,52,53,57,0,23
829,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,10-May,85,75,75,0,23
830,male,group E,some high school,standard,completed,divorced,never,yes,3,private,10-May,88,83,85,0,23
831,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,> 10,64,73,80,0,23
832,female,group D,some high school,free/reduced,none,single,regularly,yes,2,private,10-May,67,81,82,0,23
835,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,57,59,55,0,23
836,male,group B,NA,free/reduced,completed,married,sometimes,yes,1,private,10-May,72,68,72,0,23
837,male,group A,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,47,51,49,0,23
838,male,group C,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,10-May,81,81,80,0,23
841,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,2,school_bus,10-May,88,86,88,0,23
842,male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,10-May,54,43,45,0,23
843,female,group B,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,65,76,65,0,23
844,male,group B,bachelor's degree,standard,none,single,sometimes,yes,1,private,10-May,59,59,59,0,23
845,male,group D,high school,standard,completed,NA,sometimes,no,1,NA,> 10,58,51,53,0,23
846,female,group D,some college,free/reduced,NA,married,sometimes,no,1,school_bus,10-May,36,59,61,0,23
847,female,group B,high school,standard,NA,divorced,sometimes,NA,NA,school_bus,10-May,67,78,80,0,23
848,male,group C,some college,standard,none,married,never,no,5,school_bus,< 5,56,57,52,0,23
849,female,group C,master's degree,standard,none,married,sometimes,yes,2,private,10-May,86,86,94,0,23
850,female,group E,bachelor's degree,standard,none,married,sometimes,no,2,private,10-May,83,87,85,0,23
851,female,group B,associate's degree,standard,none,single,sometimes,no,5,school_bus,10-May,52,60,60,0,23
852,male,group E,bachelor's degree,standard,none,married,regularly,no,4,school_bus,10-May,85,72,71,0,23
853,female,group D,high school,free/reduced,completed,married,never,no,2,private,10-May,69,76,77,0,23
854,female,group D,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,10-May,53,54,55,0,23
855,male,group C,associate's degree,standard,none,single,sometimes,no,2,school_bus,10-May,91,82,77,0,23
856,female,group B,master's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,< 5,41,62,57,0,23
857,female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,10-May,75,77,86,0,23
858,male,group A,some college,standard,none,married,never,yes,0,private,< 5,44,46,41,0,23
859,male,group C,some college,standard,none,single,regularly,yes,3,school_bus,< 5,76,73,74,0,23
861,male,group C,some high school,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,67,63,61,0,23
862,male,group C,some college,free/reduced,none,divorced,never,yes,1,private,< 5,70,68,64,0,23
863,female,group D,bachelor's degree,standard,none,single,regularly,NA,2,school_bus,NA,66,62,60,0,23
865,male,group C,some high school,standard,none,NA,never,yes,3,school_bus,< 5,67,69,68,0,23
866,male,group D,some college,standard,none,married,regularly,yes,1,school_bus,10-May,60,47,52,0,23
867,female,group D,NA,standard,none,married,sometimes,yes,0,NA,< 5,53,62,60,0,23
868,male,NA,high school,standard,none,single,regularly,yes,3,school_bus,< 5,79,87,88,0,23
869,male,group B,associate's degree,free/reduced,NA,single,sometimes,yes,3,private,10-May,68,71,69,0,23
870,male,group C,NA,standard,none,married,sometimes,yes,0,private,< 5,76,64,68,0,23
871,female,group E,some high school,free/reduced,none,married,never,yes,0,NA,10-May,66,70,61,0,23
872,female,group B,associate's degree,free/reduced,completed,NA,regularly,no,3,NA,10-May,52,65,66,0,23
873,female,group D,some college,free/reduced,completed,married,never,yes,2,school_bus,< 5,40,57,56,0,23
874,male,group D,some college,standard,completed,married,sometimes,yes,0,school_bus,10-May,72,69,67,0,23
875,male,group C,some high school,standard,none,married,regularly,yes,4,private,< 5,68,66,67,0,23
877,male,group E,some high school,standard,none,widowed,regularly,no,3,NA,10-May,47,43,46,0,23
878,female,group A,some high school,standard,none,single,regularly,yes,4,school_bus,> 10,58,57,55,0,23
879,female,group C,associate's degree,standard,none,married,regularly,yes,2,private,10-May,50,61,62,0,23
880,male,group B,associate's degree,standard,completed,married,regularly,no,3,private,10-May,100,87,98,0,23
881,male,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,10-May,59,53,54,0,23
882,female,group C,some high school,standard,none,married,sometimes,yes,0,private,10-May,39,50,51,0,23
883,male,group C,some college,standard,NA,single,regularly,NA,5,school_bus,< 5,56,65,58,0,23
884,male,group C,NA,standard,none,single,never,yes,6,private,10-May,64,65,59,0,23
885,female,group C,some college,standard,NA,married,sometimes,yes,0,school_bus,10-May,91,97,100,0,23
886,male,group E,associate's degree,standard,completed,married,sometimes,no,3,private,> 10,100,100,100,0,23
887,male,group E,high school,standard,none,divorced,sometimes,yes,3,school_bus,< 5,97,85,84,0,23
888,male,group D,some high school,free/reduced,completed,married,sometimes,yes,NA,school_bus,10-May,45,50,52,0,23
889,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,> 10,61,62,66,0,23
890,male,group D,high school,free/reduced,none,divorced,regularly,NA,0,school_bus,10-May,66,63,63,0,23
891,female,group D,some college,standard,completed,married,sometimes,no,2,school_bus,10-May,88,98,100,0,23
892,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,10-May,51,78,77,0,23
893,male,group E,high school,standard,none,married,regularly,yes,2,private,< 5,74,69,62,0,23
894,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,< 5,67,54,51,0,23
895,female,group C,some high school,standard,none,married,never,yes,1,private,10-May,67,78,71,0,23
896,female,group B,some high school,free/reduced,none,single,sometimes,no,2,NA,> 10,67,79,73,0,23
897,female,group D,some college,standard,none,single,regularly,yes,3,NA,10-May,81,93,100,0,23
898,male,group C,associate's degree,standard,none,single,regularly,yes,7,school_bus,< 5,58,52,46,0,23
899,male,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,10-May,59,59,62,0,23
900,female,group D,associate's degree,standard,NA,married,regularly,yes,1,private,10-May,59,74,75,0,23
901,female,group C,some college,standard,completed,married,sometimes,yes,5,school_bus,10-May,69,67,74,0,23
902,female,group C,some college,standard,none,married,regularly,no,4,private,< 5,56,67,71,0,23
903,male,group E,master's degree,standard,none,married,regularly,yes,4,school_bus,> 10,91,92,88,0,23
904,male,group B,bachelor's degree,standard,none,married,sometimes,no,4,school_bus,10-May,50,43,36,0,23
905,male,group B,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,55,64,66,0,23
906,male,NA,high school,standard,none,divorced,never,no,3,school_bus,NA,31,23,20,0,23
907,female,group B,associate's degree,standard,none,married,sometimes,yes,NA,private,10-May,71,85,77,0,23
908,female,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,> 10,71,79,83,0,23
909,male,group A,associate's degree,standard,NA,divorced,never,no,2,school_bus,10-May,64,60,58,0,23
910,male,group D,some high school,standard,none,divorced,sometimes,yes,2,private,> 10,71,63,59,0,23
911,female,group C,associate's degree,free/reduced,none,married,sometimes,no,1,private,> 10,76,84,83,0,23
912,male,group D,associate's degree,standard,none,single,sometimes,yes,5,school_bus,< 5,93,97,91,0,23
913,male,group C,high school,free/reduced,none,divorced,regularly,no,2,private,10-May,57,55,55,0,23
914,female,group D,some high school,standard,completed,married,regularly,yes,0,school_bus,10-May,91,100,99,0,23
915,male,group C,associate's degree,standard,none,NA,regularly,yes,3,school_bus,< 5,80,72,69,0,23
916,male,group D,master's degree,standard,none,married,regularly,yes,3,school_bus,> 10,95,83,94,0,23
917,male,group D,high school,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,62,60,53,0,23
918,male,NA,high school,free/reduced,none,NA,sometimes,yes,1,private,10-May,69,74,65,0,23
919,male,NA,associate's degree,standard,completed,married,regularly,no,3,school_bus,< 5,70,62,69,0,23
920,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,4,NA,< 5,54,55,41,0,23
921,male,group B,some college,standard,none,single,regularly,no,3,school_bus,10-May,55,61,60,0,23
922,female,group C,some college,free/reduced,NA,married,sometimes,yes,0,school_bus,< 5,48,61,68,0,23
924,male,group C,some high school,free/reduced,none,married,sometimes,no,1,school_bus,> 10,45,46,41,0,23
925,female,group E,bachelor's degree,standard,none,married,never,yes,5,school_bus,10-May,72,69,77,0,23
926,male,group D,NA,free/reduced,completed,married,regularly,no,4,school_bus,< 5,81,89,83,0,23
927,female,group C,associate's degree,free/reduced,NA,married,sometimes,yes,4,private,10-May,41,57,44,0,23
928,male,group B,some college,standard,NA,married,regularly,yes,3,school_bus,> 10,73,73,64,0,23
929,female,group C,NA,standard,completed,married,regularly,yes,1,school_bus,10-May,59,73,71,0,23
930,female,group C,associate's degree,free/reduced,none,married,regularly,yes,2,private,< 5,38,53,42,0,23
931,male,group C,some high school,free/reduced,none,single,never,yes,NA,school_bus,10-May,64,58,51,0,23
932,male,group C,some high school,standard,none,divorced,sometimes,no,5,private,< 5,61,61,52,0,23
933,male,NA,some high school,standard,none,single,regularly,yes,3,private,> 10,92,83,81,0,23
934,male,group D,high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,59,64,63,0,23
935,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,38,46,46,0,23
936,female,group A,high school,standard,completed,divorced,never,yes,3,private,> 10,62,70,72,0,23
937,female,group C,some high school,standard,none,NA,regularly,no,3,private,> 10,80,84,85,0,23
938,female,group A,master's degree,standard,completed,single,sometimes,yes,3,school_bus,10-May,51,69,71,0,23
939,female,group C,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,76,79,87,0,23
940,female,group D,high school,standard,completed,single,sometimes,yes,NA,NA,10-May,78,96,96,0,23
941,female,group E,associate's degree,standard,NA,married,never,no,NA,school_bus,10-May,87,86,88,0,23
942,female,group C,bachelor's degree,standard,completed,married,never,no,1,school_bus,< 5,58,65,65,0,23
943,male,group D,some high school,free/reduced,completed,married,sometimes,yes,0,private,10-May,50,51,47,0,23
944,female,group D,some college,free/reduced,completed,married,regularly,no,1,private,10-May,49,57,60,0,23
945,female,group E,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,10-May,58,60,67,0,23
946,male,group C,high school,free/reduced,none,married,sometimes,yes,NA,private,> 10,60,62,48,0,23
947,female,group B,some college,free/reduced,none,divorced,sometimes,yes,0,private,10-May,44,52,54,0,23
948,male,group C,bachelor's degree,free/reduced,none,single,never,yes,0,school_bus,10-May,75,74,67,0,23
950,male,group E,associate's degree,standard,none,divorced,never,yes,3,school_bus,< 5,94,91,79,0,23
951,male,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,< 5,67,66,70,0,23
953,male,group B,some college,standard,NA,single,never,yes,4,school_bus,10-May,86,79,73,0,23
955,female,group C,some college,free/reduced,completed,NA,sometimes,no,2,school_bus,< 5,45,54,60,0,23
956,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,0,NA,10-May,56,51,49,0,23
957,male,group C,high school,standard,none,married,regularly,no,1,school_bus,< 5,47,41,37,0,23
958,male,group C,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,10-May,69,69,57,0,23
959,male,group B,high school,standard,none,married,sometimes,yes,NA,private,10-May,64,57,51,0,23
960,female,group E,some high school,free/reduced,none,married,sometimes,yes,2,private,10-May,53,62,56,0,23
962,male,group C,NA,standard,completed,widowed,regularly,no,3,school_bus,10-May,62,55,53,0,23
963,female,group E,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,77,94,86,0,23
964,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,75,87,92,0,23
965,female,group D,associate's degree,standard,completed,divorced,regularly,no,2,school_bus,< 5,85,86,92,0,23
966,male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,10-May,58,59,60,0,23
968,male,group C,some college,standard,none,married,sometimes,no,1,school_bus,> 10,61,66,62,0,23
969,female,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,10-May,65,72,73,0,23
970,male,group A,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,64,61,52,0,23
971,male,group D,some college,standard,completed,single,regularly,NA,2,school_bus,10-May,78,79,80,0,23
972,male,group D,high school,standard,NA,married,sometimes,yes,2,school_bus,> 10,61,45,42,0,23
973,male,group A,some college,standard,completed,married,sometimes,no,7,school_bus,10-May,64,71,72,0,23
974,male,group B,some high school,standard,none,divorced,sometimes,yes,1,private,10-May,75,67,65,0,23
975,female,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,10-May,81,93,97,0,23
976,male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,10-May,27,34,23,0,23
977,male,group C,some high school,standard,completed,divorced,sometimes,yes,3,NA,< 5,50,55,52,0,23
978,female,group B,high school,standard,none,NA,sometimes,yes,1,school_bus,10-May,70,74,81,0,23
979,female,group C,high school,standard,completed,married,regularly,yes,2,private,10-May,60,70,70,0,23
980,male,group E,some college,free/reduced,none,married,NA,yes,0,school_bus,10-May,47,50,41,0,23
981,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,3,NA,10-May,60,80,80,0,23
983,male,group E,bachelor's degree,standard,completed,single,regularly,no,1,private,10-May,83,74,76,0,23
984,male,group D,bachelor's degree,standard,none,married,regularly,no,1,school_bus,10-May,79,78,70,0,23
985,female,group D,bachelor's degree,free/reduced,NA,single,sometimes,no,3,private,10-May,67,81,79,0,23
986,male,NA,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,76,72,75,0,23
987,male,group B,NA,standard,completed,married,sometimes,yes,NA,private,> 10,78,81,80,0,23
988,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,4,private,10-May,83,76,71,0,23
989,male,group D,associate's degree,standard,completed,married,never,yes,4,school_bus,> 10,69,73,65,0,23
990,female,group B,NA,free/reduced,none,married,sometimes,yes,5,NA,> 10,43,57,58,0,23
991,male,group B,some college,standard,completed,married,sometimes,yes,1,private,< 5,61,47,47,0,23
992,male,group D,some college,free/reduced,NA,married,sometimes,no,3,school_bus,10-May,72,70,64,0,23
993,male,group C,some college,free/reduced,completed,NA,regularly,yes,0,private,< 5,58,64,61,0,23
994,male,group B,associate's degree,standard,completed,married,NA,yes,0,private,< 5,59,53,48,0,23
995,female,group A,some college,standard,none,NA,sometimes,no,3,school_bus,10-May,75,83,81,0,23
996,male,group B,some high school,standard,none,single,sometimes,yes,1,school_bus,< 5,75,60,56,0,23
997,female,group D,high school,standard,none,married,sometimes,no,3,NA,> 10,55,66,64,0,23
998,male,NA,some high school,free/reduced,none,single,regularly,yes,1,NA,10-May,54,48,48,0,23
999,female,group C,bachelor's degree,standard,none,single,sometimes,no,1,private,< 5,65,71,66,0,23
0,male,group B,high school,standard,none,single,sometimes,no,1,school_bus,10-May,49,54,53,1,24
1,female,group C,some college,standard,completed,single,NA,yes,1,private,10-May,74,77,79,0,24
2,male,group B,associate's degree,standard,none,single,never,yes,2,school_bus,< 5,77,70,68,0,24
3,female,group B,some college,standard,completed,married,sometimes,no,3,school_bus,< 5,64,71,76,0,24
4,female,group B,associate's degree,standard,completed,single,regularly,no,4,school_bus,> 10,89,89,92,0,24
5,female,group C,some college,standard,none,married,never,yes,2,school_bus,10-May,55,68,64,0,24
6,female,group C,high school,standard,none,single,regularly,NA,0,private,10-May,46,47,39,0,24
7,male,group C,associate's degree,standard,none,single,regularly,yes,3,private,10-May,61,58,55,0,24
8,female,group C,some college,free/reduced,completed,divorced,regularly,yes,1,NA,10-May,58,76,74,0,24
9,female,group B,some college,free/reduced,none,married,regularly,yes,1,NA,10-May,51,71,66,0,24
10,male,group B,master's degree,standard,completed,NA,never,no,2,school_bus,< 5,84,88,86,0,24
11,female,group D,some college,standard,none,single,sometimes,no,2,school_bus,> 10,53,62,59,0,24
12,female,group A,some college,standard,none,married,sometimes,yes,2,private,10-May,63,68,60,0,24
13,male,group B,high school,standard,completed,married,sometimes,yes,4,private,< 5,63,59,64,0,24
14,female,group E,NA,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,73,76,88,0,24
15,male,group A,associate's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,10-May,48,54,61,0,24
16,female,group C,some high school,standard,none,married,regularly,no,3,school_bus,> 10,81,84,83,0,24
17,female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,10-May,51,59,57,0,24
18,female,group E,some high school,free/reduced,NA,married,regularly,no,1,private,NA,53,65,60,0,24
19,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,NA,< 5,38,59,54,0,24
20,male,group E,some high school,standard,completed,married,never,yes,2,school_bus,> 10,48,44,48,0,24
21,male,group C,some college,standard,completed,married,regularly,no,4,private,< 5,89,96,100,0,24
22,female,group E,some college,free/reduced,completed,married,regularly,no,2,school_bus,10-May,58,58,60,0,24
23,female,NA,associate's degree,free/reduced,completed,NA,sometimes,no,2,NA,10-May,84,94,97,0,24
24,male,group C,NA,free/reduced,none,married,sometimes,yes,0,NA,> 10,36,24,24,0,24
25,male,group D,high school,free/reduced,completed,divorced,sometimes,yes,3,private,< 5,69,73,71,0,24
26,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,10-May,83,84,77,0,24
27,female,group C,master's degree,standard,none,married,never,yes,1,school_bus,10-May,67,70,78,0,24
28,male,NA,some high school,standard,completed,married,sometimes,yes,3,private,10-May,63,54,53,0,24
29,female,group D,some college,standard,none,single,regularly,yes,0,school_bus,10-May,66,75,76,0,24
30,female,group C,some college,standard,completed,married,regularly,yes,4,private,10-May,74,85,90,0,24
31,male,group D,bachelor's degree,standard,completed,NA,sometimes,yes,0,private,< 5,91,91,88,0,24
32,male,group A,bachelor's degree,standard,none,married,sometimes,no,1,private,10-May,82,86,72,0,24
33,female,group D,some college,free/reduced,completed,married,regularly,NA,2,private,NA,52,59,66,0,24
34,female,group B,associate's degree,standard,completed,widowed,sometimes,yes,NA,school_bus,< 5,68,73,73,0,24
35,female,group D,some college,standard,completed,single,regularly,no,2,school_bus,10-May,98,95,100,0,24
37,male,NA,some college,free/reduced,none,married,regularly,yes,2,school_bus,< 5,73,66,64,0,24
38,female,group B,some high school,standard,completed,divorced,regularly,no,3,private,10-May,73,85,79,0,24
39,male,group D,some college,free/reduced,none,single,regularly,no,2,school_bus,10-May,92,73,78,0,24
40,female,group C,NA,free/reduced,none,single,never,yes,2,private,< 5,57,74,72,0,24
41,male,group E,high school,free/reduced,completed,married,regularly,no,1,private,10-May,64,55,60,0,24
42,male,group D,high school,standard,none,single,NA,no,2,school_bus,10-May,64,56,53,0,24
43,female,group D,some college,standard,none,single,regularly,yes,2,school_bus,10-May,59,63,72,0,24
44,male,group D,master's degree,standard,none,divorced,regularly,yes,3,school_bus,10-May,86,81,79,0,24
