student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
214,high school,no,1,NA,< 5,67,22
215,some college,yes,2,private,5 to 10,75,22
216,high school,yes,2,school_bus,< 5,72,22
217,some high school,no,1,school_bus,> 10,67,22
218,some high school,no,4,NA,5 to 10,45,22
219,high school,NA,4,private,5 to 10,90,22
220,master's degree,yes,0,school_bus,< 5,97,22
222,some college,no,1,school_bus,< 5,45,22
223,associate's degree,no,5,private,5 to 10,83,22
224,NA,yes,1,private,5 to 10,83,22
225,high school,yes,1,private,< 5,87,22
226,associate's degree,no,2,school_bus,5 to 10,50,22
229,high school,no,3,private,5 to 10,80,22
230,high school,no,2,private,< 5,67,22
232,some college,yes,5,private,5 to 10,71,22
233,some college,yes,1,private,5 to 10,89,22
235,some college,no,1,school_bus,5 to 10,70,22
236,high school,no,1,school_bus,5 to 10,74,22
237,associate's degree,yes,0,school_bus,< 5,44,22
238,some high school,yes,NA,school_bus,5 to 10,86,22
239,associate's degree,yes,4,school_bus,5 to 10,61,22
240,some college,yes,2,school_bus,5 to 10,69,22
241,high school,yes,1,school_bus,5 to 10,56,22
242,bachelor's degree,yes,0,private,< 5,89,22
243,bachelor's degree,yes,4,school_bus,5 to 10,49,22
244,high school,yes,NA,NA,5 to 10,54,22
246,some high school,yes,2,school_bus,5 to 10,53,22
247,associate's degree,no,1,private,5 to 10,87,22
248,bachelor's degree,yes,0,NA,> 10,94,22
249,some high school,no,1,school_bus,5 to 10,74,22
250,bachelor's degree,no,3,private,5 to 10,78,22
251,some college,no,NA,school_bus,< 5,59,22
252,associate's degree,yes,3,private,> 10,36,22
253,associate's degree,yes,0,school_bus,5 to 10,85,22
254,some high school,no,4,school_bus,> 10,59,22
255,some high school,yes,1,school_bus,5 to 10,41,22
256,master's degree,yes,2,private,< 5,50,22
257,master's degree,yes,1,school_bus,< 5,64,22
258,high school,yes,2,school_bus,< 5,71,22
259,bachelor's degree,yes,2,school_bus,< 5,64,22
260,some high school,no,2,school_bus,5 to 10,58,22
261,NA,yes,0,school_bus,< 5,77,22
262,some college,yes,1,NA,> 10,60,22
263,associate's degree,yes,0,school_bus,5 to 10,73,22
264,some college,yes,3,school_bus,> 10,67,22
266,some college,yes,3,private,5 to 10,87,22
267,some high school,yes,3,school_bus,< 5,67,22
268,associate's degree,yes,4,private,5 to 10,69,22
269,some college,yes,0,private,5 to 10,85,22
270,some college,yes,4,school_bus,5 to 10,81,22
271,bachelor's degree,yes,2,school_bus,5 to 10,83,22
272,some college,yes,4,NA,5 to 10,51,22
273,bachelor's degree,no,1,private,5 to 10,49,22
274,some college,yes,2,school_bus,> 10,74,22
275,NA,yes,4,school_bus,< 5,31,22
276,bachelor's degree,yes,2,private,< 5,86,22
277,some college,no,1,school_bus,< 5,60,22
278,some high school,yes,0,private,5 to 10,55,22
279,some high school,no,3,school_bus,< 5,47,22
280,some college,no,4,private,5 to 10,73,22
281,bachelor's degree,yes,NA,private,5 to 10,97,22
282,high school,yes,3,private,< 5,56,22
283,some high school,no,3,private,< 5,87,22
284,bachelor's degree,no,2,school_bus,< 5,83,22
285,NA,no,2,school_bus,5 to 10,70,22
286,master's degree,no,1,NA,5 to 10,85,22
287,high school,yes,4,school_bus,5 to 10,36,22
288,bachelor's degree,yes,3,school_bus,< 5,75,22
289,associate's degree,no,1,school_bus,5 to 10,82,22
290,NA,yes,2,private,> 10,60,22
291,master's degree,yes,0,private,5 to 10,70,22
292,master's degree,yes,0,school_bus,> 10,66,22
293,associate's degree,yes,3,private,5 to 10,67,22
294,bachelor's degree,no,3,school_bus,5 to 10,50,22
295,high school,no,NA,school_bus,< 5,79,22
296,bachelor's degree,yes,0,school_bus,NA,97,22
297,high school,yes,3,private,5 to 10,86,22
298,some college,no,4,private,< 5,42,22
300,some high school,yes,2,school_bus,5 to 10,45,22
301,NA,yes,1,school_bus,5 to 10,65,22
302,high school,no,2,school_bus,5 to 10,46,22
303,bachelor's degree,yes,2,private,< 5,72,22
304,associate's degree,no,2,private,5 to 10,89,22
305,master's degree,yes,0,private,NA,100,22
306,high school,yes,3,private,> 10,77,22
307,some high school,no,NA,school_bus,> 10,50,22
308,bachelor's degree,yes,0,private,5 to 10,68,22
309,high school,no,3,private,5 to 10,64,22
310,master's degree,yes,1,school_bus,5 to 10,71,22
311,master's degree,yes,1,NA,5 to 10,100,22
312,some college,yes,4,school_bus,5 to 10,99,22
313,some high school,yes,3,school_bus,< 5,59,22
314,associate's degree,yes,3,school_bus,5 to 10,62,22
315,associate's degree,yes,1,school_bus,5 to 10,68,22
316,some college,yes,2,private,< 5,63,22
317,associate's degree,no,3,private,5 to 10,38,22
318,high school,no,2,NA,> 10,73,22
319,high school,yes,1,NA,5 to 10,57,22
320,some high school,no,1,private,5 to 10,64,22
321,some high school,yes,1,school_bus,< 5,65,22
322,bachelor's degree,yes,1,private,5 to 10,86,22
323,master's degree,yes,1,school_bus,> 10,55,22
324,some college,no,1,school_bus,NA,70,22
325,high school,yes,2,private,> 10,71,22
326,bachelor's degree,yes,2,private,5 to 10,59,22
327,some college,yes,0,private,< 5,66,22
328,master's degree,yes,5,NA,5 to 10,89,22
329,associate's degree,yes,1,school_bus,> 10,72,22
330,some college,yes,2,school_bus,5 to 10,74,22
331,some high school,yes,4,private,5 to 10,62,22
332,associate's degree,yes,1,school_bus,5 to 10,65,22
333,some high school,no,3,private,5 to 10,63,22
334,associate's degree,no,2,school_bus,5 to 10,87,22
335,some high school,no,2,school_bus,< 5,70,22
336,some college,no,NA,private,< 5,40,22
337,high school,yes,1,school_bus,5 to 10,46,22
338,some college,yes,4,school_bus,5 to 10,50,22
340,some college,yes,0,school_bus,5 to 10,72,22
341,some high school,yes,1,private,5 to 10,42,22
342,bachelor's degree,no,6,school_bus,5 to 10,56,22
343,master's degree,yes,NA,school_bus,< 5,98,22
345,NA,yes,2,private,5 to 10,95,22
346,master's degree,yes,2,private,> 10,69,22
347,master's degree,yes,3,school_bus,5 to 10,67,22
348,bachelor's degree,yes,1,private,5 to 10,80,22
349,some college,no,2,private,< 5,81,22
350,bachelor's degree,no,6,private,< 5,84,22
351,high school,yes,1,NA,5 to 10,52,22
352,some high school,yes,1,school_bus,5 to 10,98,22
354,associate's degree,no,3,NA,> 10,87,22
355,bachelor's degree,yes,2,private,5 to 10,88,22
356,high school,yes,2,private,5 to 10,77,22
357,some college,yes,0,NA,< 5,66,22
358,some high school,yes,0,school_bus,5 to 10,65,22
359,bachelor's degree,no,4,private,5 to 10,100,22
361,associate's degree,no,2,school_bus,5 to 10,85,22
362,master's degree,yes,3,school_bus,5 to 10,77,22
363,high school,yes,1,school_bus,5 to 10,88,22
364,some high school,yes,5,private,5 to 10,68,22
365,bachelor's degree,yes,5,private,> 10,64,22
366,some college,yes,4,school_bus,< 5,79,22
367,some high school,yes,0,private,< 5,54,22
368,bachelor's degree,yes,2,private,5 to 10,82,22
369,bachelor's degree,no,2,school_bus,NA,69,22
371,high school,yes,1,school_bus,5 to 10,72,22
372,some college,yes,7,private,< 5,70,22
373,associate's degree,yes,3,school_bus,5 to 10,71,22
374,associate's degree,yes,3,school_bus,< 5,61,22
375,some college,yes,2,school_bus,< 5,77,22
376,some high school,no,4,school_bus,5 to 10,46,22
377,associate's degree,yes,1,private,5 to 10,48,22
378,some high school,yes,2,private,> 10,67,22
379,some high school,yes,2,school_bus,5 to 10,47,22
380,associate's degree,no,1,NA,> 10,72,22
381,some high school,no,2,school_bus,5 to 10,70,22
382,bachelor's degree,yes,2,NA,< 5,89,22
383,master's degree,yes,5,school_bus,< 5,75,22
384,high school,no,1,school_bus,5 to 10,62,22
385,associate's degree,yes,3,school_bus,5 to 10,42,22
386,bachelor's degree,no,4,private,5 to 10,62,22
387,some college,yes,7,school_bus,5 to 10,81,22
388,master's degree,no,2,private,5 to 10,98,22
389,some college,no,3,school_bus,5 to 10,64,22
390,associate's degree,yes,1,school_bus,> 10,47,22
391,some high school,yes,2,school_bus,> 10,46,22
392,associate's degree,yes,3,school_bus,< 5,35,22
394,NA,no,3,school_bus,5 to 10,79,22
395,master's degree,no,2,school_bus,> 10,95,22
396,bachelor's degree,no,1,private,5 to 10,73,22
397,some high school,yes,2,private,5 to 10,58,22
398,some high school,no,3,school_bus,5 to 10,64,22
399,master's degree,no,6,private,> 10,69,22
400,bachelor's degree,yes,1,school_bus,> 10,60,22
401,some high school,yes,4,private,5 to 10,41,22
402,high school,yes,2,school_bus,5 to 10,83,22
403,some high school,yes,7,school_bus,5 to 10,63,22
404,some college,yes,2,private,> 10,79,22
405,some college,no,3,school_bus,5 to 10,66,22
406,some college,no,3,school_bus,5 to 10,97,22
407,high school,yes,0,NA,5 to 10,60,22
408,high school,yes,2,school_bus,5 to 10,53,22
409,high school,yes,1,school_bus,< 5,50,22
410,some high school,no,1,school_bus,5 to 10,47,22
411,some high school,yes,1,school_bus,< 5,55,22
412,some college,no,1,private,5 to 10,67,22
413,associate's degree,no,1,private,5 to 10,95,22
414,some college,no,2,school_bus,5 to 10,57,22
415,some high school,yes,3,private,< 5,48,22
416,high school,no,1,private,5 to 10,62,22
417,some high school,yes,2,NA,> 10,63,22
418,associate's degree,yes,3,NA,5 to 10,41,22
419,some high school,no,2,NA,5 to 10,62,22
420,some college,yes,1,school_bus,< 5,47,22
422,bachelor's degree,no,1,private,5 to 10,75,22
423,associate's degree,NA,3,private,5 to 10,60,22
425,some college,yes,1,school_bus,< 5,55,22
426,associate's degree,yes,2,private,5 to 10,52,22
427,bachelor's degree,yes,1,private,5 to 10,84,22
428,some high school,yes,4,private,5 to 10,77,22
429,bachelor's degree,no,1,school_bus,5 to 10,51,22
430,NA,yes,1,NA,5 to 10,41,22
432,some high school,no,3,school_bus,5 to 10,62,22
433,associate's degree,no,3,school_bus,5 to 10,56,22
434,bachelor's degree,no,2,private,5 to 10,58,22
435,some college,yes,1,private,< 5,94,22
436,high school,yes,5,private,5 to 10,58,22
437,some college,no,NA,school_bus,5 to 10,67,22
438,bachelor's degree,yes,1,private,< 5,68,22
439,some high school,yes,3,school_bus,< 5,42,22
440,some college,no,2,school_bus,5 to 10,56,22
441,NA,yes,1,school_bus,< 5,84,22
442,some college,no,3,school_bus,5 to 10,73,22
443,some college,yes,0,private,5 to 10,69,22
444,some college,yes,3,private,5 to 10,65,22
445,some high school,no,4,private,5 to 10,52,22
446,associate's degree,yes,2,school_bus,< 5,56,22
447,bachelor's degree,no,2,school_bus,> 10,52,22
448,high school,yes,3,NA,< 5,69,22
449,some high school,no,1,school_bus,5 to 10,68,22
450,associate's degree,no,4,school_bus,> 10,84,22
451,associate's degree,no,2,NA,5 to 10,74,22
452,bachelor's degree,yes,1,private,5 to 10,62,22
453,some college,yes,1,school_bus,5 to 10,60,22
454,some college,yes,2,school_bus,< 5,36,22
455,some high school,no,1,school_bus,5 to 10,79,22
456,high school,yes,1,school_bus,5 to 10,74,22
457,some college,yes,3,school_bus,< 5,63,22
458,some high school,NA,3,private,5 to 10,58,22
460,some college,no,3,private,5 to 10,84,22
461,some high school,yes,2,school_bus,5 to 10,60,22
462,bachelor's degree,no,2,private,> 10,77,22
463,high school,yes,0,school_bus,< 5,82,22
464,bachelor's degree,no,2,school_bus,< 5,66,22
465,associate's degree,yes,2,school_bus,5 to 10,75,22
466,high school,yes,2,private,5 to 10,65,22
467,some college,no,2,private,5 to 10,82,22
468,high school,yes,2,school_bus,5 to 10,66,22
469,NA,yes,2,school_bus,> 10,83,22
470,some high school,yes,2,private,5 to 10,69,22
471,associate's degree,yes,1,school_bus,5 to 10,82,22
472,some high school,no,2,private,5 to 10,64,22
473,high school,no,1,private,< 5,43,22
474,some high school,yes,1,school_bus,> 10,60,22
475,some high school,yes,1,private,5 to 10,46,22
477,NA,yes,5,school_bus,5 to 10,67,22
478,high school,yes,NA,private,< 5,55,22
479,associate's degree,yes,4,school_bus,5 to 10,88,22
480,NA,yes,1,private,< 5,53,22
481,some college,yes,3,school_bus,5 to 10,71,22
482,some college,yes,3,school_bus,5 to 10,85,22
483,some college,yes,3,private,5 to 10,74,22
484,high school,yes,4,school_bus,5 to 10,88,22
485,some high school,no,3,school_bus,< 5,63,22
486,master's degree,yes,4,school_bus,5 to 10,78,22
487,some college,no,2,private,NA,96,22
488,some high school,yes,NA,school_bus,5 to 10,62,22
489,some college,no,3,school_bus,5 to 10,75,22
490,some college,NA,2,private,< 5,61,22
491,NA,no,3,school_bus,5 to 10,91,22
493,some college,no,NA,school_bus,> 10,69,22
494,bachelor's degree,yes,1,private,5 to 10,87,22
495,some high school,yes,2,school_bus,5 to 10,77,22
496,bachelor's degree,no,NA,private,5 to 10,47,22
497,associate's degree,yes,2,NA,5 to 10,97,22
498,high school,yes,1,private,> 10,86,22
499,associate's degree,yes,4,school_bus,5 to 10,54,22
500,NA,yes,0,school_bus,NA,92,22
501,high school,yes,2,school_bus,< 5,67,22
502,NA,no,2,private,5 to 10,94,22
503,bachelor's degree,yes,5,private,5 to 10,59,22
506,bachelor's degree,yes,3,school_bus,> 10,81,22
507,high school,yes,5,private,< 5,75,22
508,some college,no,1,school_bus,5 to 10,53,22
509,high school,no,4,school_bus,> 10,63,22
510,some high school,no,4,school_bus,5 to 10,60,22
511,some high school,no,1,private,< 5,95,22
512,some college,no,2,school_bus,5 to 10,43,22
513,high school,no,4,private,5 to 10,64,22
514,master's degree,NA,0,private,5 to 10,46,22
515,some college,no,1,NA,5 to 10,52,22
516,some college,yes,2,NA,5 to 10,73,22
517,some high school,yes,2,school_bus,< 5,42,22
518,associate's degree,yes,4,private,< 5,51,22
519,NA,yes,1,private,< 5,68,22
520,NA,no,NA,private,> 10,94,22
521,some college,yes,6,school_bus,< 5,61,22
522,high school,yes,2,school_bus,5 to 10,39,22
523,NA,yes,3,private,5 to 10,95,22
524,NA,yes,1,school_bus,5 to 10,76,22
525,some college,no,1,school_bus,< 5,82,22
527,associate's degree,yes,3,school_bus,> 10,100,22
528,high school,no,3,school_bus,5 to 10,61,22
530,master's degree,yes,5,school_bus,5 to 10,76,22
531,some college,no,2,school_bus,< 5,78,22
532,some high school,yes,NA,private,5 to 10,63,22
533,some college,yes,1,school_bus,5 to 10,72,22
534,some college,no,3,school_bus,NA,100,22
535,high school,yes,4,private,5 to 10,56,22
536,some college,yes,3,school_bus,< 5,83,22
538,some high school,NA,1,private,> 10,29,22
539,associate's degree,no,4,school_bus,5 to 10,91,22
540,bachelor's degree,yes,1,school_bus,< 5,68,22
541,some college,no,4,private,5 to 10,37,22
542,high school,no,3,school_bus,5 to 10,63,22
543,associate's degree,yes,3,private,5 to 10,87,22
544,master's degree,NA,1,school_bus,5 to 10,85,22
545,associate's degree,no,4,private,< 5,56,22
546,some high school,yes,2,private,> 10,36,22
547,NA,no,NA,private,5 to 10,59,22
548,associate's degree,yes,2,private,5 to 10,89,22
549,some high school,no,2,private,5 to 10,70,22
550,some college,no,3,school_bus,5 to 10,86,22
551,some college,no,2,NA,< 5,56,22
552,associate's degree,yes,2,private,< 5,98,22
553,NA,no,1,school_bus,5 to 10,45,22
554,some college,yes,1,school_bus,5 to 10,76,22
555,high school,yes,0,school_bus,< 5,75,22
557,associate's degree,no,1,private,5 to 10,78,22
558,high school,yes,NA,school_bus,5 to 10,80,22
559,NA,yes,1,school_bus,< 5,91,22
560,some high school,yes,1,school_bus,< 5,73,22
561,some college,no,4,private,< 5,53,22
562,some high school,yes,2,school_bus,5 to 10,67,22
563,some college,no,2,school_bus,< 5,79,22
564,some high school,no,2,private,5 to 10,50,22
565,some college,yes,0,NA,5 to 10,74,22
567,bachelor's degree,no,3,private,< 5,57,22
568,some college,yes,4,private,NA,78,22
569,some college,no,4,NA,> 10,51,22
570,some high school,yes,3,private,5 to 10,62,22
571,associate's degree,yes,4,private,5 to 10,85,22
572,master's degree,yes,1,private,> 10,100,22
573,high school,yes,0,school_bus,5 to 10,55,22
575,some high school,no,1,school_bus,5 to 10,54,22
577,high school,no,2,NA,< 5,98,22
578,master's degree,yes,4,school_bus,5 to 10,59,22
579,high school,no,NA,private,5 to 10,78,22
580,some college,NA,1,private,< 5,59,22
581,associate's degree,yes,6,school_bus,5 to 10,69,22
582,NA,no,5,NA,5 to 10,80,22
583,some college,yes,0,school_bus,> 10,62,22
584,associate's degree,yes,6,private,< 5,60,22
585,associate's degree,yes,4,private,5 to 10,74,22
586,some college,no,1,school_bus,> 10,70,22
587,some college,no,3,private,5 to 10,60,22
588,some high school,no,1,NA,> 10,78,22
590,some high school,yes,3,school_bus,> 10,61,22
591,associate's degree,no,1,school_bus,> 10,71,22
592,some high school,no,1,school_bus,< 5,51,22
594,high school,no,NA,private,< 5,72,22
595,high school,yes,0,private,< 5,86,22
596,master's degree,yes,1,school_bus,< 5,95,22
597,some college,yes,2,NA,5 to 10,65,22
598,NA,yes,2,school_bus,> 10,80,22
599,master's degree,yes,2,NA,< 5,26,22
600,associate's degree,yes,1,school_bus,< 5,65,22
601,NA,no,4,school_bus,5 to 10,60,22
602,associate's degree,no,3,NA,5 to 10,51,22
603,associate's degree,no,3,private,5 to 10,61,22
604,bachelor's degree,yes,2,private,> 10,75,22
605,some high school,no,3,school_bus,5 to 10,73,22
606,bachelor's degree,yes,4,private,< 5,88,22
607,some college,no,1,school_bus,< 5,70,22
608,associate's degree,yes,NA,school_bus,5 to 10,60,22
609,high school,no,4,private,< 5,44,22
610,bachelor's degree,yes,2,private,5 to 10,78,22
611,some college,yes,1,school_bus,< 5,83,22
612,associate's degree,yes,3,school_bus,> 10,47,22
613,NA,no,4,school_bus,5 to 10,31,22
614,master's degree,no,1,school_bus,5 to 10,80,22
616,master's degree,yes,1,private,< 5,86,22
617,high school,NA,1,school_bus,5 to 10,54,22
618,some college,yes,2,school_bus,5 to 10,47,22
619,some college,yes,3,school_bus,< 5,54,22
620,bachelor's degree,no,1,private,5 to 10,37,22
621,associate's degree,yes,3,school_bus,5 to 10,71,22
622,high school,yes,4,school_bus,5 to 10,72,22
623,some high school,no,2,NA,< 5,71,22
624,bachelor's degree,no,2,school_bus,5 to 10,76,22
625,some college,no,1,NA,> 10,71,22
626,associate's degree,yes,1,school_bus,< 5,48,22
627,some college,no,1,private,5 to 10,76,22
628,some college,yes,1,school_bus,5 to 10,93,22
629,high school,yes,1,school_bus,5 to 10,63,22
630,associate's degree,no,1,private,5 to 10,83,22
631,bachelor's degree,NA,2,school_bus,5 to 10,58,22
632,some high school,yes,0,private,5 to 10,62,22
633,high school,yes,2,school_bus,> 10,66,22
634,some high school,yes,0,private,5 to 10,52,22
636,associate's degree,yes,4,private,> 10,93,22
637,some college,yes,1,school_bus,< 5,69,22
638,some college,yes,2,school_bus,< 5,67,22
639,high school,yes,2,school_bus,< 5,62,22
640,some high school,yes,4,private,NA,65,22
642,high school,yes,2,school_bus,5 to 10,76,22
643,associate's degree,yes,7,private,> 10,82,22
644,some high school,no,NA,school_bus,5 to 10,59,22
645,some high school,no,1,private,< 5,81,22
646,associate's degree,yes,2,private,> 10,92,22
647,high school,yes,4,private,5 to 10,65,22
648,some high school,no,3,private,> 10,50,22
649,some high school,yes,1,private,5 to 10,44,22
650,some college,yes,1,school_bus,> 10,79,22
651,associate's degree,yes,3,school_bus,> 10,40,22
652,high school,yes,3,school_bus,> 10,79,22
654,some college,no,1,school_bus,5 to 10,51,22
655,some college,yes,0,school_bus,< 5,80,22
656,NA,no,1,private,5 to 10,100,22
657,NA,no,4,school_bus,5 to 10,55,22
658,some college,yes,0,school_bus,5 to 10,62,22
659,some college,yes,2,private,5 to 10,60,22
660,some high school,yes,5,private,< 5,76,22
661,associate's degree,no,5,school_bus,< 5,95,22
662,high school,yes,7,school_bus,5 to 10,54,22
663,high school,no,1,school_bus,> 10,44,22
664,some high school,no,1,private,< 5,79,22
665,NA,no,3,private,> 10,100,22
667,bachelor's degree,yes,3,school_bus,5 to 10,87,22
668,some college,no,4,school_bus,< 5,71,22
669,bachelor's degree,yes,2,school_bus,> 10,76,22
670,bachelor's degree,NA,3,NA,< 5,73,22
671,bachelor's degree,no,NA,private,5 to 10,86,22
672,some college,yes,0,school_bus,5 to 10,92,22
673,high school,yes,2,private,5 to 10,93,22
674,associate's degree,no,2,private,5 to 10,45,22
675,NA,yes,3,school_bus,5 to 10,67,22
676,high school,yes,0,NA,> 10,61,22
677,high school,yes,0,school_bus,< 5,67,22
678,high school,yes,4,school_bus,> 10,70,22
679,some high school,no,4,private,> 10,36,22
681,some high school,no,2,private,5 to 10,74,22
682,associate's degree,no,1,private,> 10,43,22
683,some college,no,3,NA,> 10,46,22
684,some high school,NA,4,school_bus,5 to 10,43,22
685,high school,yes,4,school_bus,5 to 10,74,22
686,some high school,yes,2,school_bus,5 to 10,58,22
687,high school,yes,3,school_bus,5 to 10,65,22
688,bachelor's degree,no,3,school_bus,< 5,56,22
689,high school,yes,1,school_bus,5 to 10,75,22
690,some high school,no,3,private,5 to 10,67,22
691,some high school,no,1,private,5 to 10,26,22
692,some college,no,2,private,< 5,61,22
693,NA,yes,NA,private,5 to 10,93,22
694,high school,yes,3,private,< 5,45,22
695,some high school,yes,2,school_bus,> 10,42,22
696,some high school,yes,1,school_bus,< 5,70,22
698,NA,yes,2,private,5 to 10,83,22
699,bachelor's degree,yes,0,NA,5 to 10,38,22
700,bachelor's degree,yes,1,private,5 to 10,86,22
702,bachelor's degree,no,1,school_bus,5 to 10,96,22
703,high school,no,4,private,5 to 10,79,22
704,bachelor's degree,yes,1,school_bus,5 to 10,60,22
705,associate's degree,no,1,school_bus,5 to 10,36,22
706,some high school,no,2,private,5 to 10,86,22
707,associate's degree,no,2,school_bus,> 10,81,22
708,high school,yes,2,school_bus,< 5,74,22
709,high school,yes,2,private,> 10,68,22
710,associate's degree,yes,1,school_bus,5 to 10,75,22
711,associate's degree,yes,0,school_bus,< 5,29,22
712,high school,yes,3,school_bus,5 to 10,93,22
713,high school,yes,5,NA,5 to 10,77,22
714,some high school,yes,0,private,< 5,45,22
715,high school,yes,1,private,5 to 10,60,22
716,some high school,yes,2,school_bus,< 5,79,22
717,high school,yes,4,private,> 10,58,22
718,high school,yes,1,school_bus,NA,53,22
719,some college,yes,3,private,5 to 10,97,22
720,high school,no,1,school_bus,5 to 10,71,22
721,some college,yes,2,school_bus,5 to 10,76,22
722,some college,no,4,NA,NA,34,22
723,some college,yes,4,NA,NA,71,22
724,some college,yes,4,NA,5 to 10,60,22
725,associate's degree,yes,4,NA,5 to 10,74,22
726,high school,no,3,NA,5 to 10,54,22
727,high school,yes,1,private,5 to 10,67,22
728,master's degree,no,2,school_bus,5 to 10,81,22
729,high school,yes,0,school_bus,> 10,58,22
730,high school,no,2,school_bus,> 10,59,22
731,high school,yes,3,school_bus,5 to 10,66,22
732,high school,yes,2,private,5 to 10,53,22
733,some college,no,1,private,5 to 10,75,22
734,some college,yes,1,school_bus,> 10,53,22
735,some high school,no,1,private,< 5,46,22
736,high school,yes,4,private,< 5,45,22
737,high school,yes,1,school_bus,5 to 10,52,22
738,master's degree,no,4,private,< 5,87,22
739,NA,yes,1,school_bus,5 to 10,95,22
741,high school,yes,3,school_bus,5 to 10,43,22
742,NA,yes,3,school_bus,NA,73,22
743,some college,no,3,school_bus,5 to 10,64,22
744,some college,yes,1,private,5 to 10,76,22
745,high school,yes,0,private,5 to 10,43,22
746,bachelor's degree,yes,1,school_bus,< 5,80,22
748,some college,no,1,school_bus,< 5,64,22
749,high school,no,4,school_bus,< 5,76,22
751,bachelor's degree,no,3,private,5 to 10,95,22
753,NA,no,2,NA,NA,95,22
754,bachelor's degree,no,5,school_bus,5 to 10,85,22
755,bachelor's degree,no,NA,school_bus,5 to 10,43,22
756,some high school,yes,5,school_bus,5 to 10,30,22
757,associate's degree,no,1,school_bus,< 5,65,22
758,some high school,yes,3,private,5 to 10,93,22
759,some college,yes,1,private,> 10,85,22
760,some college,yes,2,NA,5 to 10,70,22
761,high school,yes,1,school_bus,5 to 10,45,22
762,some high school,yes,2,NA,5 to 10,71,22
763,some college,yes,1,private,5 to 10,79,22
764,some high school,yes,3,private,> 10,34,22
766,associate's degree,yes,1,school_bus,5 to 10,90,22
767,NA,no,1,private,5 to 10,36,22
768,associate's degree,yes,1,NA,< 5,86,22
769,high school,no,2,school_bus,5 to 10,50,22
770,some high school,yes,1,private,NA,72,22
771,some high school,yes,4,private,5 to 10,88,22
772,associate's degree,yes,1,school_bus,5 to 10,55,22
773,high school,no,2,school_bus,5 to 10,51,22
774,high school,no,2,school_bus,5 to 10,57,22
775,some high school,yes,1,NA,5 to 10,88,22
776,some college,NA,2,private,5 to 10,84,22
778,associate's degree,yes,4,school_bus,> 10,70,22
779,some college,no,NA,private,< 5,76,22
780,NA,yes,2,school_bus,5 to 10,74,22
781,NA,yes,0,school_bus,> 10,84,22
782,some high school,yes,1,school_bus,5 to 10,58,22
783,associate's degree,NA,NA,private,5 to 10,86,22
784,bachelor's degree,no,3,NA,> 10,64,22
785,associate's degree,yes,5,private,5 to 10,50,22
786,bachelor's degree,yes,2,NA,< 5,74,22
787,bachelor's degree,no,2,school_bus,5 to 10,71,22
788,some college,yes,1,school_bus,5 to 10,54,22
789,some high school,yes,3,private,5 to 10,58,22
790,master's degree,NA,3,school_bus,5 to 10,77,22
791,high school,yes,0,school_bus,> 10,67,22
792,bachelor's degree,yes,4,school_bus,< 5,69,22
793,associate's degree,no,2,private,5 to 10,40,22
794,high school,yes,3,private,> 10,51,22
795,some college,yes,1,private,5 to 10,33,22
796,some high school,yes,5,NA,5 to 10,55,22
797,high school,no,2,school_bus,< 5,64,22
798,high school,yes,1,NA,< 5,47,22
799,some high school,yes,4,private,5 to 10,68,22
800,associate's degree,no,3,school_bus,5 to 10,33,22
801,bachelor's degree,no,5,private,< 5,71,22
802,high school,yes,0,school_bus,> 10,68,22
803,associate's degree,yes,3,school_bus,< 5,77,22
804,high school,yes,0,private,5 to 10,69,22
805,some college,yes,2,school_bus,< 5,53,22
806,associate's degree,no,4,school_bus,> 10,74,22
807,high school,yes,2,private,5 to 10,57,22
808,NA,no,2,school_bus,> 10,75,22
809,bachelor's degree,no,1,private,> 10,82,22
810,some college,yes,2,school_bus,< 5,80,22
811,some high school,yes,1,NA,< 5,75,22
813,some college,no,2,school_bus,5 to 10,87,22
814,high school,no,1,private,< 5,79,22
815,some college,no,1,NA,5 to 10,52,22
816,bachelor's degree,no,4,school_bus,NA,79,22
817,high school,no,5,private,5 to 10,73,22
818,some college,yes,3,private,5 to 10,79,22
819,some college,yes,1,school_bus,5 to 10,66,22
820,some college,no,1,school_bus,5 to 10,75,22
821,some college,yes,5,school_bus,< 5,65,22
822,some college,yes,2,private,5 to 10,45,22
823,master's degree,yes,0,school_bus,5 to 10,72,22
825,high school,no,3,school_bus,< 5,59,22
826,associate's degree,no,2,school_bus,5 to 10,57,22
827,associate's degree,no,2,school_bus,< 5,64,22
828,associate's degree,yes,2,school_bus,< 5,68,22
829,some high school,no,3,school_bus,< 5,76,22
830,some high school,yes,2,school_bus,< 5,68,22
831,associate's degree,yes,1,school_bus,< 5,48,22
832,high school,yes,3,private,5 to 10,58,22
833,master's degree,yes,3,school_bus,5 to 10,89,22
834,high school,no,1,private,5 to 10,95,22
835,some college,yes,3,school_bus,> 10,81,22
836,master's degree,yes,1,school_bus,5 to 10,88,22
837,master's degree,yes,3,school_bus,< 5,79,22
838,some college,yes,3,private,> 10,73,22
839,master's degree,no,3,school_bus,5 to 10,66,22
840,some high school,yes,1,school_bus,5 to 10,63,22
841,associate's degree,yes,2,NA,> 10,98,22
842,associate's degree,yes,1,school_bus,5 to 10,88,22
843,some high school,no,NA,school_bus,5 to 10,56,22
844,associate's degree,yes,1,school_bus,5 to 10,68,22
